"0-Payment
delays, B2B","1-Number of
days",2-..,3-..,4-..,5-..,6-22,7-20,8-20,9-15,10-13,11-14,12-12,13-11,14-10,15-11,16-11,17-..
"Bankruptcies,
Unincorporated",Number,5045,4 427,4 426,5 616,5 266,5 858,4 761,4 007,4 088,4 350,4 168,4 291,3815,3 353,2 265,2 321
